Interaction Type	oln_id_a	oln_id_b
Protein-Protein Interaction	YOR195W	YBR160W
Protein-Protein Interaction	YOR195W	YDR510W
Protein-Protein Interaction	YOR195W	YGL093W
Protein-Protein Interaction	YOR195W	YGR098C
Protein-Protein Interaction	YOR195W	YMR001C
Protein-Protein Interaction	YOR196C	YBR034C
Protein-Protein Interaction	YOR197W	YGL105W
Protein-Protein Interaction	YOR198C	YDR510W
Protein-Protein Interaction	YOR198C	YJL080C
Protein-Protein Interaction	YOR198C	YJR017C
Protein-Protein Interaction	YOR202W	YNL030W
Protein-Protein Interaction	YOR204W	YDL060W
Protein-Protein Interaction	YOR204W	YDL207W
Protein-Protein Interaction	YOR204W	YDR192C
Protein-Protein Interaction	YOR204W	YER036C
Protein-Protein Interaction	YOR204W	YGL049C
Protein-Protein Interaction	YOR204W	YGR054W
Protein-Protein Interaction	YOR204W	YGR162W
Protein-Protein Interaction	YOR204W	YML017W
Protein-Protein Interaction	YOR206W	YDR060W
Protein-Protein Interaction	YOR206W	YER006W
Protein-Protein Interaction	YOR206W	YFR001W
Protein-Protein Interaction	YOR206W	YGL111W
Protein-Protein Interaction	YOR206W	YGR103W
Protein-Protein Interaction	YOR206W	YHR052W
Protein-Protein Interaction	YOR206W	YLR002C
Protein-Protein Interaction	YOR206W	YLR196W
Protein-Protein Interaction	YOR206W	YMR117C
Protein-Protein Interaction	YOR206W	YMR229C
Protein-Protein Interaction	YOR206W	YNL112W
Protein-Protein Interaction	YOR206W	YNL186W
Protein-Protein Interaction	YOR206W	YOL077C
Protein-Protein Interaction	YOR207C	YBR154C
Protein-Protein Interaction	YOR207C	YDL150W
Protein-Protein Interaction	YOR207C	YDR005C
Protein-Protein Interaction	YOR207C	YDR045C
Protein-Protein Interaction	YOR207C	YHR143W-A
Protein-Protein Interaction	YOR207C	YJL011C
Protein-Protein Interaction	YOR207C	YJR072C
Protein-Protein Interaction	YOR207C	YKL144C
Protein-Protein Interaction	YOR207C	YKR025W
Protein-Protein Interaction	YOR207C	YNL113W
Protein-Protein Interaction	YOR207C	YNL151C
Protein-Protein Interaction	YOR207C	YNR003C
Protein-Protein Interaction	YOR207C	YOR116C
Protein-Protein Interaction	YOR208W	YHR030C
Protein-Protein Interaction	YOR208W	YLR113W
Protein-Protein Interaction	YOR209C	YER125W
Protein-Protein Interaction	YOR209C	YFL010C
Protein-Protein Interaction	YOR209C	YIL030C
Protein-Protein Interaction	YOR209C	YJR017C
Protein-Protein Interaction	YOR209C	YKL012W
Protein-Protein Interaction	YOR209C	YKL117W
Protein-Protein Interaction	YOR209C	YOR011W
Protein-Protein Interaction	YOR210W	YBR010W
Protein-Protein Interaction	YOR210W	YDL140C
Protein-Protein Interaction	YOR210W	YDR404C
Protein-Protein Interaction	YOR210W	YER139C
Protein-Protein Interaction	YOR210W	YGL070C
Protein-Protein Interaction	YOR210W	YGR063C
Protein-Protein Interaction	YOR210W	YGR186W
Protein-Protein Interaction	YOR210W	YHR143W-A
Protein-Protein Interaction	YOR210W	YJL140W
Protein-Protein Interaction	YOR210W	YJR063W
Protein-Protein Interaction	YOR210W	YOL005C
Protein-Protein Interaction	YOR210W	YOR116C
Protein-Protein Interaction	YOR210W	YOR151C
Protein-Protein Interaction	YOR210W	YOR207C
Protein-Protein Interaction	YOR211C	YBR179C
Protein-Protein Interaction	YOR211C	YDR470C
Protein-Protein Interaction	YOR212W	YAL041W
Protein-Protein Interaction	YOR212W	YCL032W
Protein-Protein Interaction	YOR212W	YDR103W
Protein-Protein Interaction	YOR212W	YDR264C
Protein-Protein Interaction	YOR212W	YER125W
Protein-Protein Interaction	YOR212W	YFL026W
Protein-Protein Interaction	YOR212W	YHL007C
Protein-Protein Interaction	YOR212W	YHR005C
Protein-Protein Interaction	YOR212W	YIL047C
Protein-Protein Interaction	YOR212W	YJL157C
Protein-Protein Interaction	YOR212W	YJR086W
Protein-Protein Interaction	YOR212W	YLL039C
Protein-Protein Interaction	YOR213C	YDR181C
Protein-Protein Interaction	YOR213C	YJL115W
Protein-Protein Interaction	YOR213C	YMR127C
Protein-Protein Interaction	YOR216C	YCR009C
Protein-Protein Interaction	YOR216C	YDL192W
Protein-Protein Interaction	YOR216C	YDR139C
Protein-Protein Interaction	YOR216C	YGL054C
Protein-Protein Interaction	YOR216C	YJR134C
Protein-Protein Interaction	YOR216C	YKL179C
Protein-Protein Interaction	YOR216C	YLR309C
Protein-Protein Interaction	YOR216C	YOR094W
Protein-Protein Interaction	YOR217W	YBL035C
Protein-Protein Interaction	YOR217W	YBR087W
Protein-Protein Interaction	YOR217W	YBR088C
Protein-Protein Interaction	YOR217W	YFR027W
Protein-Protein Interaction	YOR217W	YJR068W
Protein-Protein Interaction	YOR217W	YNL290W
Protein-Protein Interaction	YOR217W	YOL094C
Protein-Protein Interaction	YOR224C	YBR154C
Protein-Protein Interaction	YOR224C	YDR404C
Protein-Protein Interaction	YOR224C	YER125W
Protein-Protein Interaction	YOR224C	YER139C
Protein-Protein Interaction	YOR224C	YGL070C
Protein-Protein Interaction	YOR224C	YGR063C
Protein-Protein Interaction	YOR224C	YHR143W-A
Protein-Protein Interaction	YOR224C	YIL021W
Protein-Protein Interaction	YOR224C	YIL031W
Protein-Protein Interaction	YOR224C	YJL140W
Protein-Protein Interaction	YOR224C	YJL168C
Protein-Protein Interaction	YOR224C	YJR063W
Protein-Protein Interaction	YOR224C	YJR072C
Protein-Protein Interaction	YOR224C	YKL012W
Protein-Protein Interaction	YOR224C	YNR003C
Protein-Protein Interaction	YOR224C	YOL005C
Protein-Protein Interaction	YOR224C	YOR116C
Protein-Protein Interaction	YOR224C	YOR151C
Protein-Protein Interaction	YOR224C	YOR207C
Protein-Protein Interaction	YOR224C	YOR210W
Protein-Protein Interaction	YOR227W	YER133W
Protein-Protein Interaction	YOR229W	YGR180C
Protein-Protein Interaction	YOR230W	YDR035W
Protein-Protein Interaction	YOR230W	YDR510W
Protein-Protein Interaction	YOR230W	YGL016W
Protein-Protein Interaction	YOR230W	YGR180C
Protein-Protein Interaction	YOR230W	YOR229W
Protein-Protein Interaction	YOR231W	YDR507C
Protein-Protein Interaction	YOR231W	YFL047W
Protein-Protein Interaction	YOR231W	YHR030C
Protein-Protein Interaction	YOR231W	YJL095W
Protein-Protein Interaction	YOR231W	YLL021W
Protein-Protein Interaction	YOR231W	YLR313C
Protein-Protein Interaction	YOR232W	YEL030W
Protein-Protein Interaction	YOR232W	YFL016C
Protein-Protein Interaction	YOR244W	YBL003C
Protein-Protein Interaction	YOR232W	YKL012W
Protein-Protein Interaction	YOR232W	YLR369W
Protein-Protein Interaction	YOR233W	YAL024C
Protein-Protein Interaction	YOR233W	YHR158C
Protein-Protein Interaction	YOR233W	YJR053W
Protein-Protein Interaction	YOR233W	YMR010W
Protein-Protein Interaction	YOR236W	YER125W
Protein-Protein Interaction	YOR236W	YFL010C
Protein-Protein Interaction	YOR236W	YKL007W
Protein-Protein Interaction	YOR238W	YHR156C
Protein-Protein Interaction	YOR239W	YFL039C
Protein-Protein Interaction	YOR241W	YKL012W
Protein-Protein Interaction	YOR243C	YGL232W
Protein-Protein Interaction	YOR244W	YBR009C
Protein-Protein Interaction	YOR244W	YBR010W
Protein-Protein Interaction	YOR244W	YDR224C
Protein-Protein Interaction	YOR244W	YDR225W
Protein-Protein Interaction	YOR244W	YDR359C
Protein-Protein Interaction	YOR244W	YEL018W
Protein-Protein Interaction	YOR244W	YER177W
Protein-Protein Interaction	YOR244W	YFL039C
Protein-Protein Interaction	YOR244W	YGL207W
Protein-Protein Interaction	YOR244W	YGR002C
Protein-Protein Interaction	YOR244W	YHL034C
Protein-Protein Interaction	YOR244W	YHR090C
Protein-Protein Interaction	YOR244W	YIL142W
Protein-Protein Interaction	YOR244W	YJR082C
Protein-Protein Interaction	YOR244W	YKL062W
Protein-Protein Interaction	YOR244W	YLR399C
Protein-Protein Interaction	YOR244W	YNL030W
Protein-Protein Interaction	YOR244W	YNL031C
Protein-Protein Interaction	YOR244W	YNL107W
Protein-Protein Interaction	YOR244W	YNL136W
Protein-Protein Interaction	YOR260W	YLR291C
Protein-Protein Interaction	YOR244W	YNL216W
Protein-Protein Interaction	YOR244W	YNL225C
Protein-Protein Interaction	YOR244W	YNR007C
Protein-Protein Interaction	YOR244W	YOL012C
Protein-Protein Interaction	YOR249C	YDL008W
Protein-Protein Interaction	YOR249C	YDR118W
Protein-Protein Interaction	YOR249C	YDR260C
Protein-Protein Interaction	YOR249C	YFR036W
Protein-Protein Interaction	YOR249C	YGL240W
Protein-Protein Interaction	YOR249C	YHR166C
Protein-Protein Interaction	YOR249C	YIR025W
Protein-Protein Interaction	YOR249C	YKL022C
Protein-Protein Interaction	YOR249C	YLR102C
Protein-Protein Interaction	YOR249C	YLR127C
Protein-Protein Interaction	YOR249C	YNL172W
Protein-Protein Interaction	YOR250C	YAL043C
Protein-Protein Interaction	YOR250C	YDR167W
Protein-Protein Interaction	YOR250C	YDR301W
Protein-Protein Interaction	YOR250C	YGL044C
Protein-Protein Interaction	YOR250C	YGR047C
Protein-Protein Interaction	YOR250C	YLR277C
Protein-Protein Interaction	YOR250C	YMR061W
Protein-Protein Interaction	YOR251C	YER125W
Protein-Protein Interaction	YOR251C	YIL030C
Protein-Protein Interaction	YOR251C	YOR011W
Protein-Protein Interaction	YOR253W	YDL040C
Protein-Protein Interaction	YOR253W	YHR013C
Protein-Protein Interaction	YOR254C	YBR171W
Protein-Protein Interaction	YOR254C	YDL072C
Protein-Protein Interaction	YOR254C	YJL034W
Protein-Protein Interaction	YOR254C	YKL065C
Protein-Protein Interaction	YOR257W	YBR111W-A
Protein-Protein Interaction	YOR257W	YDL028C
Protein-Protein Interaction	YOR257W	YDR159W
Protein-Protein Interaction	YOR270C	YLR447C
Protein-Protein Interaction	YOR257W	YHR102W
Protein-Protein Interaction	YOR257W	YIL149C
Protein-Protein Interaction	YOR257W	YJL019W
Protein-Protein Interaction	YOR257W	YLL003W
Protein-Protein Interaction	YOR257W	YNL188W
Protein-Protein Interaction	YOR257W	YOL072W
Protein-Protein Interaction	YOR257W	YOR176W
Protein-Protein Interaction	YOR259C	YBR272C
Protein-Protein Interaction	YOR259C	YDL147W
Protein-Protein Interaction	YOR259C	YDR363W-A
Protein-Protein Interaction	YOR259C	YDR394W
Protein-Protein Interaction	YOR259C	YEL037C
Protein-Protein Interaction	YOR259C	YER012W
Protein-Protein Interaction	YOR259C	YFR004W
Protein-Protein Interaction	YOR259C	YFR034C
Protein-Protein Interaction	YOR259C	YGL004C
Protein-Protein Interaction	YOR259C	YGL048C
Protein-Protein Interaction	YOR259C	YGR232W
Protein-Protein Interaction	YOR259C	YHL030W
Protein-Protein Interaction	YOR259C	YHR027C
Protein-Protein Interaction	YOR259C	YHR200W
Protein-Protein Interaction	YOR259C	YKL010C
Protein-Protein Interaction	YOR259C	YKL145W
Protein-Protein Interaction	YOR259C	YOR117W
Protein-Protein Interaction	YOR260W	YBR159W
Protein-Protein Interaction	YOR260W	YDR211W
Protein-Protein Interaction	YOR260W	YER025W
Protein-Protein Interaction	YOR260W	YGL064C
Protein-Protein Interaction	YOR260W	YGL143C
Protein-Protein Interaction	YOR260W	YGR083C
Protein-Protein Interaction	YOR260W	YKR026C
Protein-Protein Interaction	YOR261C	YBR272C
Protein-Protein Interaction	YOR261C	YDL147W
Protein-Protein Interaction	YOR261C	YDR363W-A
Protein-Protein Interaction	YOR261C	YDR394W
Protein-Protein Interaction	YOR261C	YDR427W
Protein-Protein Interaction	YOR261C	YER012W
Protein-Protein Interaction	YOR261C	YER021W
Protein-Protein Interaction	YOR261C	YFR004W
Protein-Protein Interaction	YOR261C	YFR050C
Protein-Protein Interaction	YOR261C	YFR052W
Protein-Protein Interaction	YOR261C	YGR135W
Protein-Protein Interaction	YOR261C	YGR232W
Protein-Protein Interaction	YOR261C	YHL030W
Protein-Protein Interaction	YOR261C	YHR027C
Protein-Protein Interaction	YOR261C	YHR200W
Protein-Protein Interaction	YOR261C	YMR314W
Protein-Protein Interaction	YOR261C	YOL038W
Protein-Protein Interaction	YOR265W	YFL037W
Protein-Protein Interaction	YOR269W	YBR234C
Protein-Protein Interaction	YOR269W	YDR510W
Protein-Protein Interaction	YOR269W	YEL003W
Protein-Protein Interaction	YOR269W	YKR054C
Protein-Protein Interaction	YOR269W	YLL039C
Protein-Protein Interaction	YOR269W	YLR200W
Protein-Protein Interaction	YOR308C	YBR055C
Protein-Protein Interaction	YOR270C	YBR127C
Protein-Protein Interaction	YOR270C	YDL185W
Protein-Protein Interaction	YOR270C	YDR510W
Protein-Protein Interaction	YOR270C	YEL027W
Protein-Protein Interaction	YOR270C	YER072W
Protein-Protein Interaction	YOR270C	YGL006W
Protein-Protein Interaction	YOR270C	YGR020C
Protein-Protein Interaction	YOR270C	YGR105W
Protein-Protein Interaction	YOR276W	YOL139C
Protein-Protein Interaction	YOR270C	YHR039C-A
Protein-Protein Interaction	YOR270C	YHR060W
Protein-Protein Interaction	YOR270C	YJL012C
Protein-Protein Interaction	YOR270C	YKL080W
Protein-Protein Interaction	YOR270C	YKL119C
Protein-Protein Interaction	YOR272W	YBR142W
Protein-Protein Interaction	YOR272W	YDR060W
Protein-Protein Interaction	YOR272W	YDR087C
Protein-Protein Interaction	YOR272W	YER006W
Protein-Protein Interaction	YOR272W	YGL111W
Protein-Protein Interaction	YOR272W	YGR103W
Protein-Protein Interaction	YOR272W	YHR052W
Protein-Protein Interaction	YOR272W	YHR066W
Protein-Protein Interaction	YOR272W	YKR081C
Protein-Protein Interaction	YOR272W	YLL008W
Protein-Protein Interaction	YOR272W	YLR002C
Protein-Protein Interaction	YOR272W	YLR106C
Protein-Protein Interaction	YOR272W	YMR049C
Protein-Protein Interaction	YOR272W	YMR229C
Protein-Protein Interaction	YOR272W	YNL002C
Protein-Protein Interaction	YOR272W	YOL077C
Protein-Protein Interaction	YOR272W	YOR206W
Protein-Protein Interaction	YOR273C	YDR032C
Protein-Protein Interaction	YOR273C	YGL077C
Protein-Protein Interaction	YOR273C	YGR130C
Protein-Protein Interaction	YOR273C	YML072C
Protein-Protein Interaction	YOR275C	YHL027W
Protein-Protein Interaction	YOR275C	YLR025W
Protein-Protein Interaction	YOR276W	YGL178W
Protein-Protein Interaction	YOR276W	YGR162W
Protein-Protein Interaction	YOR279C	YDL042C
Protein-Protein Interaction	YOR279C	YDR310C
Protein-Protein Interaction	YOR279C	YOL068C
Protein-Protein Interaction	YOR281C	YCR086W
Protein-Protein Interaction	YOR281C	YDL143W
Protein-Protein Interaction	YOR281C	YJL008C
Protein-Protein Interaction	YOR283W	YOR229W
Protein-Protein Interaction	YOR284W	YAL048C
Protein-Protein Interaction	YOR284W	YCR088W
Protein-Protein Interaction	YOR284W	YHR016C
Protein-Protein Interaction	YOR288C	YKL117W
Protein-Protein Interaction	YOR289W	YDR475C
Protein-Protein Interaction	YOR290C	YBL008W
Protein-Protein Interaction	YOR290C	YBR009C
Protein-Protein Interaction	YOR290C	YBR010W
Protein-Protein Interaction	YOR290C	YBR034C
Protein-Protein Interaction	YOR290C	YBR289W
Protein-Protein Interaction	YOR290C	YCR088W
Protein-Protein Interaction	YOR290C	YDR073W
Protein-Protein Interaction	YOR290C	YDR146C
Protein-Protein Interaction	YOR290C	YDR155C
Protein-Protein Interaction	YOR290C	YEL009C
Protein-Protein Interaction	YOR290C	YFL049W
Protein-Protein Interaction	YOR290C	YGR252W
Protein-Protein Interaction	YOR290C	YGR275W
Protein-Protein Interaction	YOR358W	YGL237C
Protein-Protein Interaction	YOR290C	YHL025W
Protein-Protein Interaction	YOR290C	YJL115W
Protein-Protein Interaction	YOR290C	YKL109W
Protein-Protein Interaction	YOR290C	YMR033W
Protein-Protein Interaction	YOR290C	YNL030W
Protein-Protein Interaction	YOR290C	YNL031C
Protein-Protein Interaction	YOR290C	YNR023W
Protein-Protein Interaction	YOR293W	YDR418W
Protein-Protein Interaction	YOR293W	YEL054C
Protein-Protein Interaction	YOR294W	YGR085C
Protein-Protein Interaction	YOR294W	YJL019W
Protein-Protein Interaction	YOR294W	YKR081C
Protein-Protein Interaction	YOR294W	YMR229C
Protein-Protein Interaction	YOR297C	YDL217C
Protein-Protein Interaction	YOR297C	YEL020W-A
Protein-Protein Interaction	YOR297C	YHR005C-A
Protein-Protein Interaction	YOR297C	YKL141W
Protein-Protein Interaction	YOR298C-A	YEL009C
Protein-Protein Interaction	YOR298C-A	YER148W
Protein-Protein Interaction	YOR299W	YBR023C
Protein-Protein Interaction	YOR299W	YDL192W
Protein-Protein Interaction	YOR299W	YJL099W
Protein-Protein Interaction	YOR299W	YKR027W
Protein-Protein Interaction	YOR299W	YLR330W
Protein-Protein Interaction	YOR299W	YOL086C
Protein-Protein Interaction	YOR301W	YGR041W
Protein-Protein Interaction	YOR301W	YLR353W
Protein-Protein Interaction	YOR303W	YHR200W
Protein-Protein Interaction	YOR303W	YJR109C
Protein-Protein Interaction	YOR303W	YOR117W
Protein-Protein Interaction	YOR304C-A	YLR319C
Protein-Protein Interaction	YOR304W	YBR009C
Protein-Protein Interaction	YOR304W	YBR010W
Protein-Protein Interaction	YOR304W	YBR245C
Protein-Protein Interaction	YOR304W	YDR121W
Protein-Protein Interaction	YOR304W	YDR207C
Protein-Protein Interaction	YOR304W	YGL133W
Protein-Protein Interaction	YOR304W	YJL065C
Protein-Protein Interaction	YOR304W	YNL030W
Protein-Protein Interaction	YOR308C	YBR119W
Protein-Protein Interaction	YOR308C	YDL030W
Protein-Protein Interaction	YOR308C	YDL043C
Protein-Protein Interaction	YOR308C	YDR473C
Protein-Protein Interaction	YOR308C	YER172C
Protein-Protein Interaction	YOR308C	YHR086W
Protein-Protein Interaction	YOR308C	YHR165C
Protein-Protein Interaction	YOR308C	YJR022W
Protein-Protein Interaction	YOR308C	YLL036C
Protein-Protein Interaction	YOR308C	YLR147C
Protein-Protein Interaction	YOR308C	YLR438C-A
Protein-Protein Interaction	YOR308C	YMR240C
Protein-Protein Interaction	YOR308C	YNR032C-A
Protein-Protein Interaction	YOR310C	YCL054W
Protein-Protein Interaction	YOR310C	YCR057C
Protein-Protein Interaction	YOR310C	YDL014W
Protein-Protein Interaction	YOR310C	YDL148C
Protein-Protein Interaction	YOR310C	YDL153C
Protein-Protein Interaction	YOR310C	YDR324C
Protein-Protein Interaction	YOR310C	YDR398W
Protein-Protein Interaction	YOR310C	YDR449C
Protein-Protein Interaction	YOR310C	YEL026W
Protein-Protein Interaction	YOR310C	YER082C
Protein-Protein Interaction	YOR310C	YFL002C
Protein-Protein Interaction	YOR310C	YGL120C
Protein-Protein Interaction	YOR310C	YGR128C
Protein-Protein Interaction	YOR310C	YHR034C
Protein-Protein Interaction	YOR310C	YHR052W
Protein-Protein Interaction	YOR310C	YHR148W
Protein-Protein Interaction	YOR310C	YHR196W
Protein-Protein Interaction	YOR310C	YJL010C
Protein-Protein Interaction	YOR310C	YJL109C
Protein-Protein Interaction	YOR310C	YJR002W
Protein-Protein Interaction	YOR310C	YKL014C
Protein-Protein Interaction	YOR310C	YKL099C
Protein-Protein Interaction	YOR310C	YLL011W
Protein-Protein Interaction	YOR310C	YLR129W
Protein-Protein Interaction	YOR310C	YLR197W
Protein-Protein Interaction	YOR310C	YLR222C
Protein-Protein Interaction	YOR310C	YML093W
Protein-Protein Interaction	YOR310C	YMR093W
Protein-Protein Interaction	YOR310C	YMR128W
Protein-Protein Interaction	YOR310C	YMR229C
Protein-Protein Interaction	YOR310C	YMR290C
Protein-Protein Interaction	YOR310C	YNL075W
Protein-Protein Interaction	YOR310C	YOR078W
Protein-Protein Interaction	YOR315W	YBR160W
Protein-Protein Interaction	YOR315W	YDL054C
Protein-Protein Interaction	YOR317W	YBR041W
Protein-Protein Interaction	YOR317W	YNL123W
Protein-Protein Interaction	YOR319W	YJR022W
Protein-Protein Interaction	YOR319W	YMR240C
Protein-Protein Interaction	YOR322C	YER125W
Protein-Protein Interaction	YOR322C	YGR055W
Protein-Protein Interaction	YOR323C	YCR005C
Protein-Protein Interaction	YOR323C	YCR079W
Protein-Protein Interaction	YOR323C	YIL030C
Protein-Protein Interaction	YOR323C	YJR017C
Protein-Protein Interaction	YOR323C	YLR148W
Protein-Protein Interaction	YOR323C	YOR011W
Protein-Protein Interaction	YOR324C	YML057W
Protein-Protein Interaction	YOR326W	YBR109C
Protein-Protein Interaction	YOR326W	YCL063W
Protein-Protein Interaction	YOR326W	YDL065C
Protein-Protein Interaction	YOR326W	YER031C
Protein-Protein Interaction	YOR326W	YFL039C
Protein-Protein Interaction	YOR326W	YGL106W
Protein-Protein Interaction	YOR326W	YGL210W
Protein-Protein Interaction	YOR326W	YGL233W
Protein-Protein Interaction	YOR326W	YIL118W
Protein-Protein Interaction	YOR326W	YJR134C
Protein-Protein Interaction	YOR326W	YKL079W
Protein-Protein Interaction	YOR326W	YKR054C
Protein-Protein Interaction	YOR326W	YLL021W
Protein-Protein Interaction	YOR326W	YLR190W
Protein-Protein Interaction	YOR326W	YMR163C
Protein-Protein Interaction	YOR326W	YNL304W
Protein-Protein Interaction	YOR326W	YOR035C
Protein-Protein Interaction	YOR327C	YDL226C
Protein-Protein Interaction	YOR327C	YDR164C
Protein-Protein Interaction	YOR327C	YDR468C
Protein-Protein Interaction	YOR327C	YER143W
Protein-Protein Interaction	YOR327C	YLR026C
Protein-Protein Interaction	YOR327C	YMR017W
Protein-Protein Interaction	YOR327C	YMR183C
Protein-Protein Interaction	YOR327C	YMR197C
Protein-Protein Interaction	YOR327C	YNR049C
Protein-Protein Interaction	YOR329C	YBL007C
Protein-Protein Interaction	YOR329C	YBR059C
Protein-Protein Interaction	YOR329C	YER133W
Protein-Protein Interaction	YOR329C	YIL095W
Protein-Protein Interaction	YOR329C	YIR006C
Protein-Protein Interaction	YOR329C	YMR109W
Protein-Protein Interaction	YOR330C	YDR077W
Protein-Protein Interaction	YOR332W	YBR127C
Protein-Protein Interaction	YOR332W	YDL185W
Protein-Protein Interaction	YOR332W	YDR202C
Protein-Protein Interaction	YOR332W	YDR328C
Protein-Protein Interaction	YOR332W	YEL051W
Protein-Protein Interaction	YOR332W	YGR020C
Protein-Protein Interaction	YOR332W	YHR039C-A
Protein-Protein Interaction	YOR332W	YJR033C
Protein-Protein Interaction	YOR332W	YKL080W
Protein-Protein Interaction	YOR332W	YLR447C
Protein-Protein Interaction	YOR332W	YMR054W
Protein-Protein Interaction	YOR332W	YOR270C
Protein-Protein Interaction	YOR335C	YER125W
Protein-Protein Interaction	YOR335C	YIL030C
Protein-Protein Interaction	YOR340C	YBR154C
Protein-Protein Interaction	YOR340C	YDR156W
Protein-Protein Interaction	YOR340C	YHR143W-A
Protein-Protein Interaction	YOR340C	YJL148W
Protein-Protein Interaction	YOR340C	YJR063W
Protein-Protein Interaction	YOR340C	YML074C
Protein-Protein Interaction	YOR340C	YNL113W
Protein-Protein Interaction	YOR340C	YNL248C
Protein-Protein Interaction	YOR340C	YOR210W
Protein-Protein Interaction	YOR340C	YOR224C
Protein-Protein Interaction	YOR341W	YBR154C
Protein-Protein Interaction	YOR341W	YDR156W
Protein-Protein Interaction	YOR341W	YDR510W
Protein-Protein Interaction	YOR341W	YHR143W-A
Protein-Protein Interaction	YOR341W	YJL076W
Protein-Protein Interaction	YOR341W	YJL148W
Protein-Protein Interaction	YOR341W	YJR063W
Protein-Protein Interaction	YOR341W	YKL125W
Protein-Protein Interaction	YOR341W	YLL034C
Protein-Protein Interaction	YOR341W	YML010W
Protein-Protein Interaction	YOR341W	YNL113W
Protein-Protein Interaction	YOR341W	YNL248C
Protein-Protein Interaction	YOR341W	YOR210W
Protein-Protein Interaction	YOR341W	YOR340C
Protein-Protein Interaction	YOR344C	YGL180W
Protein-Protein Interaction	YOR344C	YHR135C
Protein-Protein Interaction	YOR344C	YMR047C
Protein-Protein Interaction	YOR344C	YOL108C
Protein-Protein Interaction	YOR346W	YBR088C
Protein-Protein Interaction	YOR346W	YDR419W
Protein-Protein Interaction	YOR346W	YIL139C
Protein-Protein Interaction	YOR346W	YJR043C
Protein-Protein Interaction	YOR346W	YLR032W
Protein-Protein Interaction	YOR347C	YJL164C
Protein-Protein Interaction	YOR349W	YER007W
Protein-Protein Interaction	YOR349W	YFL037W
Protein-Protein Interaction	YOR351C	YGL163C
Protein-Protein Interaction	YOR351C	YIL072W
Protein-Protein Interaction	YOR351C	YLR258W
Protein-Protein Interaction	YOR351C	YLR263W
Protein-Protein Interaction	YOR352W	YDR288W
Protein-Protein Interaction	YOR352W	YIL143C
Protein-Protein Interaction	YOR353C	YHR102W
Protein-Protein Interaction	YOR353C	YKL189W
Protein-Protein Interaction	YOR355W	YJL092W
Protein-Protein Interaction	YOR358W	YBL021C
Protein-Protein Interaction	YOR358W	YBR109C
Protein-Protein Interaction	YOR358W	YKL109W
Protein-Protein Interaction	YOR361C	YAL035W
Protein-Protein Interaction	YOR361C	YDL207W
Protein-Protein Interaction	YOR361C	YDR429C
Protein-Protein Interaction	YOR361C	YER025W
Protein-Protein Interaction	YOR361C	YER165W
Protein-Protein Interaction	YOR361C	YGR162W
Protein-Protein Interaction	YOR361C	YIL071C
Protein-Protein Interaction	YOR361C	YLR192C
Protein-Protein Interaction	YOR361C	YMR309C
Protein-Protein Interaction	YOR361C	YNL062C
Protein-Protein Interaction	YOR361C	YNL244C
Protein-Protein Interaction	YOR362C	YBR173C
Protein-Protein Interaction	YOR362C	YBR272C
Protein-Protein Interaction	YOR362C	YER012W
Protein-Protein Interaction	YOR362C	YER125W
Protein-Protein Interaction	YOR362C	YFL007W
Protein-Protein Interaction	YOR362C	YFR004W
Protein-Protein Interaction	YOR362C	YFR050C
Protein-Protein Interaction	YOR362C	YGR092W
Protein-Protein Interaction	YOR362C	YGR135W
Protein-Protein Interaction	YOR362C	YGR253C
Protein-Protein Interaction	YOR362C	YHL030W
Protein-Protein Interaction	YOR362C	YHR027C
Protein-Protein Interaction	YOR362C	YJL001W
Protein-Protein Interaction	YOR362C	YJL168C
Protein-Protein Interaction	YOR362C	YJR017C
Protein-Protein Interaction	YOR362C	YLR076C
Protein-Protein Interaction	YOR362C	YML092C
Protein-Protein Interaction	YOR362C	YMR154C
Protein-Protein Interaction	YOR362C	YMR314W
Protein-Protein Interaction	YOR362C	YNL244C
Protein-Protein Interaction	YOR362C	YOL038W
Protein-Protein Interaction	YOR362C	YOR157C
Protein-Protein Interaction	YOR363C	YAL051W
Protein-Protein Interaction	YOR363C	YDR238C
Protein-Protein Interaction	YOR367W	YCR088W
Protein-Protein Interaction	YOR367W	YFL039C
Protein-Protein Interaction	YOR368W	YLL039C
Protein-Protein Interaction	YOR370C	YBR264C
Protein-Protein Interaction	YOR370C	YFL005W
Protein-Protein Interaction	YOR370C	YJL030W
Protein-Protein Interaction	YOR370C	YJL031C
Protein-Protein Interaction	YOR370C	YLR262C
Protein-Protein Interaction	YOR370C	YLR403W
Protein-Protein Interaction	YOR370C	YML001W
Protein-Protein Interaction	YOR370C	YNL093W
Protein-Protein Interaction	YOR370C	YOR089C
Protein-Protein Interaction	YOR370C	YOR347C
Protein-Protein Interaction	YOR371C	YER020W
Protein-Protein Interaction	YOR371C	YGR218W
Protein-Protein Interaction	YOR371C	YOL081W
Protein-Protein Interaction	YOR372C	YBR160W
Protein-Protein Interaction	YOR372C	YNL068C
Protein-Protein Interaction	YOR373W	YAL047C
Protein-Protein Interaction	YPL001W	YEL056W
Protein-Protein Interaction	YOR373W	YDL239C
Protein-Protein Interaction	YOR373W	YDR356W
Protein-Protein Interaction	YOR373W	YJR053W
Protein-Protein Interaction	YOR373W	YML064C
Protein-Protein Interaction	YOR373W	YMR001C
Protein-Protein Interaction	YOR373W	YMR055C
